date,consommation,temperature,precipitation,is_non_ouvre
2018-07-26,2393504.0,26.14,0.13,0
2018-07-27,2341082.0,25.223333333333333,0.9366666666666666,0
2018-07-28,2027025.0,22.430000000000003,2.796666666666667,1
2018-07-29,1903927.0,22.69,1.04,1
2018-07-30,2207757.0,23.99,0.53,0
2018-07-31,2278053.0,24.16666666666667,0.0966666666666666,0
2018-08-01,2282953.0,23.98333333333333,0.5433333333333334,0
2018-08-02,2299011.0,25.300000000000004,0.0033333333333333,0
2018-08-03,2288119.0,27.003333333333327,0.0,0
2018-08-04,2073277.0,27.046666666666667,0.0033333333333333,1
2018-08-05,1943574.0,26.37333333333333,0.0066666666666666,1
2018-08-06,2176123.0,26.663333333333323,0.2133333333333333,0
2018-08-07,2201331.0,26.01333333333333,2.256666666666667,0
2018-08-08,2140461.0,22.89,1.7033333333333334,0
2018-08-09,2076206.0,20.336666666666662,15.17333333333333,0
2018-08-10,2019515.0,19.14,0.6266666666666667,0
2018-08-11,1872019.0,20.12,0.2266666666666666,1
2018-08-12,1773874.0,22.030000000000005,1.55,1
2018-08-13,1971647.0,20.82333333333333,6.196666666666666,0
2018-08-14,2002106.0,20.32,1.393333333333333,0
2018-08-15,1858557.0,21.086666666666662,0.05,1
2018-08-16,2033221.0,21.99,0.7833333333333333,0
2018-08-17,2025125.0,20.246666666666663,2.623333333333333,0
2018-08-18,1887637.0,20.19,0.12,1
2018-08-19,1813181.0,21.85000000000001,0.0,1
2018-08-20,2100254.0,22.870000000000005,0.1333333333333333,0
2018-08-21,2183722.0,23.410000000000004,0.16,0
2018-08-22,2209479.0,23.803333333333335,0.13,0
2018-08-23,2204932.0,22.91666666666666,0.7966666666666667,0
2018-08-24,2142084.0,19.65333333333333,1.57,0
2018-08-25,1917099.0,16.836666666666662,1.5866666666666662,1
2018-08-26,1811189.0,17.123333333333328,0.8533333333333333,1
2018-08-27,2145232.0,19.89666666666667,0.8033333333333333,0
2018-08-28,2241076.0,21.25,0.4566666666666666,0
2018-08-29,2246249.0,20.33333333333333,6.6966666666666645,0
2018-08-30,2237792.0,18.306666666666665,0.55,0
2018-08-31,2215191.0,18.256666666666668,0.8766666666666667,0
2018-09-01,1973264.0,18.10666666666667,0.16,1
2018-09-02,1861535.0,18.233333333333334,0.0166666666666666,1
2018-09-03,2188546.0,18.83333333333333,0.0666666666666666,0
2018-09-04,2262911.0,19.633333333333333,0.7333333333333333,0
2018-09-05,2280288.0,20.17666666666667,0.9666666666666668,0
2018-09-06,2274784.0,19.016666666666666,4.900000000000002,0
2018-09-07,2244045.0,18.12333333333333,0.83,0
2018-09-08,1986095.0,18.26333333333333,0.0033333333333333,1
2018-09-09,1877563.0,19.85,0.2233333333333333,1
2018-09-10,2215558.0,20.35,0.0533333333333333,0
2018-09-11,2294800.0,21.08,0.0,0
2018-09-12,2306164.0,21.296666666666667,0.7333333333333333,0
2018-09-13,2298865.0,19.76,1.5233333333333334,0
2018-09-14,2256096.0,18.383333333333333,0.6400000000000001,0
2018-09-15,1997372.0,17.906666666666663,0.1533333333333333,1
2018-09-16,1884291.0,18.846666666666668,0.04,1
2018-09-17,2230375.0,20.77,0.0533333333333333,0
2018-09-18,2281584.0,21.50333333333333,0.32,0
2018-09-19,2296672.0,21.326666666666664,0.09,0
2018-09-20,2293801.0,21.62333333333333,0.0266666666666666,0
2018-09-21,2264333.0,19.17333333333333,3.943333333333334,0
2018-09-22,1994807.0,16.96333333333333,1.9,1
2018-09-23,1913313.0,19.87333333333333,6.756666666666667,1
2018-09-24,2230925.0,14.32666666666667,0.7999999999999999,0
2018-09-25,2306279.0,13.513333333333332,0.0,0
2018-09-26,2334196.0,15.48333333333333,0.01,0
2018-09-27,2326479.0,17.40333333333333,0.0,0
2018-09-28,2282612.0,17.57,0.0299999999999999,0
2018-09-29,2042893.0,15.67666666666667,0.01,1
2018-09-30,1954989.0,14.74,0.6633333333333334,1
2018-10-01,2309455.0,13.083333333333336,1.0333333333333334,0
2018-10-02,2430315.0,12.550000000000002,0.4,0
2018-10-03,2393419.0,15.386666666666672,0.3933333333333334,0
2018-10-04,2368305.0,15.480000000000002,0.0066666666666666,0
2018-10-05,2331143.0,16.903333333333332,0.0166666666666666,0
2018-10-06,2048964.0,16.89666666666667,4.45,1
2018-10-07,1977527.0,14.290000000000004,8.506666666666666,1
2018-10-08,2330773.0,13.886666666666668,1.6433333333333338,0
2018-10-09,2367690.0,15.586666666666666,2.233333333333333,0
2018-10-10,2352013.0,17.170000000000005,5.606666666666666,0
2018-10-11,2329627.0,17.96333333333333,6.293333333333333,0
2018-10-12,2298282.0,18.973333333333333,0.33,0
2018-10-13,2026893.0,19.716666666666665,0.0633333333333333,1
2018-10-14,1916252.0,18.93,4.213333333333334,1
2018-10-15,2249699.0,17.203333333333333,7.076666666666667,0
2018-10-16,2314356.0,16.169999999999998,1.896666666666667,0
2018-10-17,2336390.0,15.573333333333334,0.45,0
2018-10-18,2336801.0,16.01666666666667,1.0233333333333332,0
2018-10-19,2328010.0,15.26333333333333,0.0833333333333333,0
2018-10-20,2096077.0,14.316666666666666,0.1833333333333333,1
2018-10-21,2018907.0,13.306666666666668,0.01,1
2018-10-22,2404203.0,13.063333333333333,0.1366666666666666,0
2018-10-23,2514982.0,11.716666666666669,0.01,0
2018-10-24,2516608.0,13.086666666666668,0.0133333333333333,0
2018-10-25,2482532.0,12.979999999999997,0.0266666666666666,0
2018-10-26,2541307.0,11.126666666666669,0.4866666666666666,0
2018-10-27,2435041.0,8.413333333333334,6.023333333333332,1
2018-10-28,2528292.0,6.543333333333333,4.12,1
2018-10-29,3046958.0,5.756666666666667,11.476666666666668,0
2018-10-30,3081843.0,7.136666666666666,6.713333333333332,0
2018-10-31,2993416.0,9.496666666666666,7.593333333333333,0
2018-11-01,2581087.0,10.466666666666669,6.973333333333334,1
2018-11-02,2720599.0,9.136666666666668,1.2133333333333334,0
2018-11-03,2683592.0,7.883333333333335,0.3,1
2018-11-04,2548067.0,9.363333333333337,0.1666666666666666,1
2018-11-05,2747710.0,12.633333333333333,1.9633333333333336,0
2018-11-06,2742489.0,12.146666666666668,7.696666666666666,0
2018-11-07,2825240.0,11.483333333333336,6.253333333333332,0
2018-11-08,2865098.0,10.25666666666667,1.5033333333333334,0
2018-11-09,2802341.0,11.426666666666668,4.256666666666667,0
2018-11-10,2497760.0,12.503333333333336,6.386666666666666,1
2018-11-11,2345527.0,13.15666666666667,4.376666666666666,1
2018-11-12,2663366.0,13.453333333333337,5.516666666666668,0
2018-11-13,2719280.0,12.09,2.976666666666666,0
2018-11-14,2786435.0,10.986666666666665,0.1866666666666666,0
2018-11-15,2796672.0,11.500000000000002,0.36,0
2018-11-16,2842416.0,10.203333333333331,0.0233333333333333,0
2018-11-17,2703583.0,8.059999999999997,1.4733333333333332,1
2018-11-18,2723163.0,6.430000000000001,1.3866666666666667,1
2018-11-19,3288705.0,4.200000000000001,0.8733333333333333,0
2018-11-20,3446566.0,3.870000000000001,2.0733333333333333,0
2018-11-21,3445751.0,4.190000000000001,3.4399999999999995,0
2018-11-22,3381782.0,6.143333333333334,0.6233333333333334,0
2018-11-23,3283336.0,7.21,9.413333333333336,0
2018-11-24,2897317.0,7.77,3.363333333333333,1
2018-11-25,2833362.0,6.783333333333333,8.293333333333331,1
2018-11-26,3226461.0,6.426666666666668,2.03,0
2018-11-27,3293836.0,6.4866666666666655,2.7233333333333336,0
2018-11-28,3198143.0,8.443333333333333,4.23,0
2018-11-29,3085459.0,10.063333333333334,2.28,0
2018-11-30,3029743.0,9.023333333333332,5.543333333333333,0
2018-12-01,2813447.0,8.433333333333334,4.0200000000000005,1
2018-12-02,2600141.0,11.48666666666667,12.499999999999998,1
2018-12-03,2823815.0,12.373333333333331,7.326666666666666,0
2018-12-04,2874807.0,10.783333333333331,1.956666666666667,0
2018-12-05,2966326.0,9.979999999999997,2.186666666666667,0
2018-12-06,2907284.0,11.583333333333334,2.5499999999999994,0
2018-12-07,2917711.0,10.626666666666663,4.103333333333333,0
2018-12-08,2782907.0,9.203333333333337,2.5166666666666666,1
2018-12-09,2660395.0,10.166666666666664,3.9366666666666656,1
2018-12-10,3071980.0,7.853333333333333,1.0666666666666669,0
2018-12-11,3276325.0,5.103333333333333,0.0566666666666666,0
2018-12-12,3446089.0,3.62,0.3733333333333333,0
2018-12-13,3604511.0,2.9400000000000004,3.536666666666667,0
2018-12-14,3660525.0,1.813333333333333,1.4866666666666666,0
2018-12-15,3442878.0,2.7133333333333334,5.939999999999998,1
2018-12-16,3127054.0,6.319999999999999,6.903333333333334,1
2018-12-17,3321475.0,6.87,1.7266666666666666,0
2018-12-18,3395390.0,6.553333333333334,1.1866666666666668,0
2018-12-19,3270438.0,8.199999999999998,5.746666666666667,0
2018-12-20,3236436.0,7.346666666666665,1.1133333333333333,0
2018-12-21,3082201.0,10.003333333333334,9.066666666666666,0
2018-12-22,2682902.0,10.886666666666668,2.380000000000001,1
2018-12-23,2550634.0,10.956666666666669,3.42,1
2018-12-24,2607894.0,9.756666666666664,2.37,0
2018-12-25,2620041.0,5.116666666666666,0.0233333333333333,1
2018-12-26,3129237.0,2.943333333333334,0.0,0
2018-12-27,3301629.0,3.036666666666668,0.0299999999999999,0
2018-12-28,3282641.0,3.703333333333333,0.0633333333333333,0
2018-12-29,3132919.0,3.866666666666666,0.06,1
2018-12-30,2954834.0,5.336666666666665,0.1533333333333333,1
2018-12-31,2995497.0,6.296666666666668,0.4166666666666667,0
2019-01-01,2805929.0,6.29,0.1566666666666666,1
2019-01-02,3174512.0,5.036666666666666,0.1733333333333333,0
2019-01-03,3476636.0,2.546666666666667,0.0433333333333333,0
2019-01-04,3601717.0,2.043333333333334,0.0133333333333333,0
2019-01-05,3385226.0,2.643333333333334,0.32,1
2019-01-06,3249343.0,3.3633333333333337,0.3766666666666666,1
2019-01-07,3528488.0,4.526666666666666,0.2066666666666666,0
2019-01-08,3479645.0,5.970000000000001,1.4533333333333331,0
2019-01-09,3556860.0,4.393333333333333,1.616666666666667,0
